# Score Result
| ID | length | state | recall | prec | matched_brackets | gold_brackets | test_brackets | cross_brackets | words | correct_tags | tag_accracy |
| 345|      36|      0|    0.00|  0.00|                 0|             14|             14|               8|     36|            36|            1|
| 346|      12|      0|    0.67|  0.67|                 2|              3|              3|               0|     12|            12|            1|
| 347|      39|      0|    0.08|  0.07|                 1|             12|             15|               8|     39|            39|            1|
| 348|      22|      0|    0.00|  0.00|                 0|              4|              8|               2|     22|            22|            1|
| 349|      41|      0|    0.00|  0.00|                 0|             15|             14|              11|     41|            41|            1|
| 350|      26|      0|    0.00|  0.00|                 0|             13|             10|               5|     26|            26|            1|
| 351|      53|      0|    0.00|  0.00|                 0|             17|             16|               7|     53|            53|            1|
| 352|      12|      0|    0.67|  0.67|                 2|              3|              3|               0|     12|            12|            1|
| 353|      31|      0|    0.27|  0.27|                 3|             11|             11|               4|     31|            31|            1|
| 354|      12|      0|    0.67|  0.67|                 2|              3|              3|               0|     12|            12|            1|
| 355|      54|      0|    0.07|  0.06|                 1|             14|             16|               7|     54|            54|            1|
| 356|      46|      0|    0.00|  0.00|                 0|             15|             14|               5|     46|            46|            1|
| 357|      33|      0|    0.00|  0.00|                 0|             13|             12|               3|     33|            33|            1|
| 358|      11|      0|    0.67|  0.67|                 2|              3|              3|               0|     11|            11|            1|
| 359|      58|      0|    0.07|  0.06|                 1|             14|             18|               7|     58|            58|            1|
| 360|      27|      0|    0.07|  0.10|                 1|             14|             10|               9|     27|            27|            1|
| 361|      79|      0|    0.06|  0.05|                 1|             16|             22|              12|     79|            79|            1|
| 362|      33|      0|    0.00|  0.00|                 0|             12|             11|               6|     33|            33|            1|
| 363|      51|      0|    0.00|  0.00|                 0|             17|             14|              10|     51|            51|            1|
| 364|      61|      0|    0.00|  0.00|                 0|             15|             18|              11|     61|            61|            1|
| 365|      57|      0|    0.00|  0.00|                 0|             20|             16|              11|     57|            57|            1|
| 366|      58|      0|    0.00|  0.00|                 0|             17|             19|              12|     58|            58|            1|
| 367|      20|      0|    0.00|  0.00|                 0|              3|              8|               0|     20|            20|            1|
| 368|      94|      0|    0.05|  0.04|                 1|             19|             23|              15|     94|            94|            1|
| 369|      36|      0|    0.00|  0.00|                 0|             13|             13|               9|     36|            36|            1|
| 370|      39|      0|    0.00|  0.00|                 0|             14|             14|               8|     39|            39|            1|
| 371|      48|      0|    0.08|  0.07|                 1|             13|             15|               5|     48|            48|            1|
| 372|      14|      0|    0.67|  0.67|                 2|              3|              3|               0|     14|            14|            1|
| 373|      59|      0|    0.07|  0.06|                 1|             15|             18|              11|     59|            59|            1|
| 374|      35|      0|    0.00|  0.00|                 0|             13|             12|               8|     35|            35|            1|
| 375|      14|      0|    1.00|  1.00|                 3|              3|              3|               0|     14|            14|            1|
| 376|      87|      0|    0.06|  0.05|                 1|             18|             22|               9|     87|            87|            1|
| 377|      16|      0|    1.00|  1.00|                 3|              3|              3|               0|     16|            16|            1|
| 378|      39|      0|    0.00|  0.00|                 0|             15|             14|               7|     39|            39|            1|
| 379|     110|      0|    0.05|  0.04|                 1|             20|             28|              14|    110|           110|            1|
| 380|      62|      0|    0.00|  0.00|                 0|             18|             18|              12|     62|            62|            1|
| 381|      15|      0|    1.00|  1.00|                 3|              3|              3|               0|     15|            15|            1|
| 382|      28|      0|    0.07|  0.09|                 1|             14|             11|               7|     28|            28|            1|
| 383|      13|      0|    1.00|  1.00|                 3|              3|              3|               0|     13|            13|            1|
| 384|      73|      0|    0.06|  0.04|                 1|             16|             25|               9|     73|            73|            1|
| 385|      49|      0|    0.00|  0.00|                 0|             16|             15|               6|     49|            49|            1|
| 386|      29|      0|    0.00|  0.00|                 0|             13|             11|               7|     29|            29|            1|
| 387|      13|      0|    0.67|  0.67|                 2|              3|              3|               0|     13|            13|            1|
| 388|      79|      0|    0.06|  0.05|                 1|             17|             19|              11|     79|            79|            1|
| 389|      45|      0|    0.00|  0.00|                 0|             16|             14|              11|     45|            45|            1|
| 390|      49|      0|    0.08|  0.06|                 1|             12|             16|               9|     49|            49|            1|
| 391|      39|      0|    0.00|  0.00|                 0|             14|             14|               7|     39|            39|            1|
| 392|      13|      0|    0.67|  0.67|                 2|              3|              3|               0|     13|            13|            1|
| 393|      37|      0|    0.00|  0.00|                 0|             15|             12|               7|     37|            37|            1|
| 394|      28|      0|    0.00|  0.00|                 0|              4|             11|               2|     28|            28|            1|
| 395|      60|      0|    0.00|  0.00|                 0|             18|             15|               7|     60|            60|            1|
| 396|      39|      0|    0.00|  0.00|                 0|             13|             13|               4|     39|            39|            1|
| 397|      15|      0|    1.00|  1.00|                 3|              3|              3|               0|     15|            15|            1|
| 398|      58|      0|    0.07|  0.06|                 1|             14|             18|              13|     58|            58|            1|
| 399|      61|      0|    0.00|  0.00|                 0|             14|             19|               9|     61|            61|            1|
| 400|      37|      0|    0.13|  0.18|                 2|             15|             11|               1|     37|            37|            1|
| 401|      75|      0|    0.07|  0.05|                 1|             15|             22|               8|     75|            75|            1|
| 402|      34|      0|    0.00|  0.00|                 0|             15|             12|               6|     34|            34|            1|
| 403|      14|      0|    0.67|  0.67|                 2|              3|              3|               0|     14|            14|            1|
| 404|      33|      0|    0.00|  0.00|                 0|             15|             11|               9|     33|            33|            1|
| 405|      13|      0|    0.67|  0.67|                 2|              3|              3|               0|     13|            13|            1|
| 406|      71|      0|    0.07|  0.05|                 1|             14|             20|               8|     71|            71|            1|
| 407|      53|      0|    0.00|  0.00|                 0|             14|             14|               9|     53|            53|            1|
| 408|      71|      0|    0.07|  0.05|                 1|             15|             20|              12|     71|            71|            1|
| 409|      27|      0|    0.00|  0.00|                 0|              4|             10|               2|     27|            27|            1|
| 410|      50|      0|    0.00|  0.00|                 0|             18|             13|              12|     50|            50|            1|
| 411|      69|      0|    0.00|  0.00|                 0|             20|             19|              15|     69|            69|            1|
| 412|      31|      0|    0.00|  0.00|                 0|              4|             11|               1|     31|            31|            1|
| 413|     120|      0|    0.05|  0.03|                 1|             20|             30|              15|    120|           120|            1|
| 414|      76|      0|    0.00|  0.00|                 0|             22|             21|              17|     76|            76|            1|
| 415|      81|      0|    0.00|  0.00|                 0|             19|             22|              16|     81|            81|            1|
| 416|      37|      0|    0.00|  0.00|                 0|             14|             13|               6|     37|            37|            1|
| 417|      46|      0|    0.08|  0.07|                 1|             12|             14|               9|     46|            46|            1|
| 418|      29|      0|    0.00|  0.00|                 0|             12|             11|               7|     29|            29|            1|
| 419|      40|      0|    0.08|  0.07|                 1|             12|             14|               5|     40|            40|            1|
| 420|      27|      0|    0.00|  0.00|                 0|             12|             10|               7|     27|            27|            1|
| 421|      48|      0|    0.08|  0.07|                 1|             12|             15|               3|     48|            48|            1|
| 422|      28|      0|    0.00|  0.00|                 0|             11|             11|               7|     28|            28|            1|
| 423|      28|      0|    0.08|  0.09|                 1|             12|             11|               5|     28|            28|            1|
| 424|      15|      0|    0.67|  0.67|                 2|              3|              3|               0|     15|            15|            1|
| 425|      29|      0|    0.00|  0.00|                 0|             12|             11|               7|     29|            29|            1|
| 426|      11|      0|    1.00|  1.00|                 3|              3|              3|               0|     11|            11|            1|
| 427|      32|      0|    0.00|  0.00|                 0|             13|             12|               8|     32|            32|            1|
| 428|      52|      0|    0.08|  0.07|                 1|             13|             14|               8|     52|            52|            1|
| 429|      25|      0|    0.00|  0.00|                 0|              4|             10|               2|     25|            25|            1|
| 430|      28|      0|    0.08|  0.09|                 1|             12|             11|               5|     28|            28|            1|
| 431|      26|      0|    0.00|  0.00|                 0|              4|             10|               2|     26|            26|            1|
| 432|      36|      0|    0.08|  0.08|                 1|             12|             13|               7|     36|            36|            1|
| 433|      25|      0|    0.00|  0.00|                 0|             13|             10|               7|     25|            25|            1|
| 434|      14|      0|    1.00|  1.00|                 3|              3|              3|               0|     14|            14|            1|
| 435|      19|      0|    0.00|  0.00|                 0|             10|              8|               4|     19|            19|            1|
| 436|      26|      0|    0.00|  0.00|                 0|             12|             10|               3|     26|            26|            1|
| 437|      38|      0|    0.09|  0.08|                 1|             11|             13|               3|     38|            38|            1|
| 438|      19|      0|    0.00|  0.00|                 0|              9|              8|               5|     19|            19|            1|
| 439|      36|      0|    0.08|  0.08|                 1|             12|             13|               5|     36|            36|            1|
| 440|      36|      0|    0.00|  0.00|                 0|             14|             13|               6|     36|            36|            1|
| 441|      12|      0|    0.67|  0.67|                 2|              3|              3|               0|     12|            12|            1|
| 442|      28|      0|    0.08|  0.09|                 1|             13|             11|               9|     28|            28|            1|
| 443|      14|      0|    0.67|  0.67|                 2|              3|              3|               0|     14|            14|            1|
| 444|      44|      0|    0.08|  0.09|                 1|             12|             11|               8|     44|            44|            1|
| 445|      19|      0|    0.09|  0.14|                 1|             11|              7|               4|     19|            19|            1|
| 446|      30|      0|    0.00|  0.00|                 0|              4|             11|               1|     30|            30|            1|
| 447|      35|      0|    0.00|  0.00|                 0|             14|             11|               4|     35|            35|            1|
| 448|      14|      0|    0.67|  0.67|                 2|              3|              3|               0|     14|            14|            1|
| 449|      36|      0|    0.00|  0.00|                 0|             15|             13|               9|     36|            36|            1|
| 450|      33|      0|    0.00|  0.00|                 0|             12|             14|               8|     33|            33|            1|
| 451|      35|      0|    0.09|  0.09|                 1|             11|             11|               7|     35|            35|            1|
| 452|      15|      0|    0.67|  0.67|                 2|              3|              3|               0|     15|            15|            1|
| 453|      44|      0|    0.25|  0.27|                 3|             12|             11|               3|     44|            44|            1|
| 454|      15|      0|    1.00|  1.00|                 3|              3|              3|               0|     15|            15|            1|
| 455|      45|      0|    0.07|  0.08|                 1|             14|             13|              10|     45|            45|            1|
| 456|      16|      0|    1.00|  1.00|                 3|              3|              3|               0|     16|            16|            1|
| 457|      77|      0|    0.12|  0.10|                 2|             16|             20|              12|     77|            77|            1|
| 458|      34|      0|    0.00|  0.00|                 0|             15|             12|               9|     34|            34|            1|
| 459|      56|      0|    0.08|  0.06|                 1|             13|             16|               7|     56|            56|            1|
| 460|      43|      0|    0.00|  0.00|                 0|             14|             11|               9|     43|            43|            1|
| 461|      48|      0|    0.00|  0.00|                 0|             19|             12|               5|     48|            48|            1|
| 462|      59|      0|    0.07|  0.06|                 1|             15|             18|              12|     59|            59|            1|
| 463|      56|      0|    0.00|  0.00|                 0|             17|             16|              11|     56|            56|            1|
| 464|      29|      0|    0.00|  0.00|                 0|             13|             11|               8|     29|            29|            1|
| 465|      29|      0|    0.08|  0.09|                 1|             13|             11|               5|     29|            29|            1|
| 466|      49|      0|    0.00|  0.00|                 0|             16|             14|              11|     49|            49|            1|
| 467|      34|      0|    0.06|  0.10|                 1|             16|             10|               5|     34|            34|            1|
| 468|      57|      0|    0.06|  0.06|                 1|             16|             17|              11|     57|            57|            1|
| 469|      51|      0|    0.00|  0.00|                 0|             15|             14|               7|     51|            51|            1|
| 470|      24|      0|    0.00|  0.00|                 0|              4|              8|               2|     24|            24|            1|
| 471|      45|      0|    0.00|  0.00|                 0|             15|             14|              12|     45|            45|            1|
| 472|      24|      0|    0.00|  0.00|                 0|             14|              8|               7|     24|            24|            1|
| 473|      11|      0|    1.00|  1.00|                 3|              3|              3|               0|     11|            11|            1|
| 474|      34|      0|    0.00|  0.00|                 0|             13|             12|               6|     34|            34|            1|
| 475|      55|      0|    0.07|  0.06|                 1|             14|             16|              12|     55|            55|            1|
| 476|      39|      0|    0.00|  0.00|                 0|             14|             14|              10|     39|            39|            1|
| 477|      22|      0|    0.00|  0.00|                 0|              4|              8|               2|     22|            22|            1|
| 478|      27|      0|    0.07|  0.10|                 1|             14|             10|               7|     27|            27|            1|
| 479|       9|      0|    0.67|  0.67|                 2|              3|              3|               0|      9|             9|            1|
| 480|      52|      0|    0.00|  0.00|                 0|             17|             14|               8|     52|            52|            1|
| 481|      19|      0|    0.00|  0.00|                 0|              4|              8|               0|     19|            19|            1|
| 482|      28|      0|    0.00|  0.00|                 0|             11|             11|               7|     28|            28|            1|
| 483|       9|      0|    0.67|  0.67|                 2|              3|              3|               0|      9|             9|            1|
| 484|      25|      0|    0.00|  0.00|                 0|             12|             10|               7|     25|            25|            1|
| 485|      38|      0|    0.07|  0.08|                 1|             14|             13|              10|     38|            38|            1|
| 486|      33|      0|    0.00|  0.00|                 0|             15|             12|              10|     33|            33|            1|
| 487|      11|      0|    0.67|  0.67|                 2|              3|              3|               0|     11|            11|            1|
| 488|      35|      0|    0.00|  0.00|                 0|             13|             11|               8|     35|            35|            1|
| 489|      31|      0|    0.00|  0.00|                 0|             13|             12|               9|     31|            31|            1|
| 490|      49|      0|    0.07|  0.07|                 1|             14|             14|               9|     49|            49|            1|
| 491|      10|      0|    0.67|  0.67|                 2|              3|              3|               0|     10|            10|            1|
| 492|      34|      0|    0.00|  0.00|                 0|             15|             12|              11|     34|            34|            1|
| 493|      35|      0|    0.08|  0.08|                 1|             13|             13|               9|     35|            35|            1|
| 494|       9|      0|    0.67|  0.67|                 2|              3|              3|               0|      9|             9|            1|
| 495|      27|      0|    0.00|  0.00|                 0|             13|             10|               7|     27|            27|            1|
| 496|      25|      0|    0.09|  0.10|                 1|             11|             10|               5|     25|            25|            1|
| 497|      11|      0|    0.67|  0.67|                 2|              3|              3|               0|     11|            11|            1|
| 498|      35|      0|    0.00|  0.00|                 0|             14|             13|               9|     35|            35|            1|
| 499|      46|      0|    0.08|  0.07|                 1|             13|             15|               7|     46|            46|            1|
| 500|      54|      0|    0.00|  0.00|                 0|              7|             16|               8|     54|            54|            1|
| 501|     115|      0|    0.05|  0.04|                 1|             20|             28|              12|    115|           115|            1|
| 502|      54|      0|    0.00|  0.00|                 0|             17|             13|               6|     54|            54|            1|
| 503|      12|      0|    0.67|  0.67|                 2|              3|              3|               0|     12|            12|            1|
| 504|      59|      0|    0.00|  0.00|                 0|             17|             16|              12|     59|            59|            1|
| 505|      56|      0|    0.07|  0.06|                 1|             14|             17|               7|     56|            56|            1|
| 506|      13|      0|    0.67|  0.67|                 2|              3|              3|               0|     13|            13|            1|
| 507|      57|      0|    0.07|  0.06|                 1|             15|             17|              11|     57|            57|            1|
| 508|      35|      0|    0.00|  0.00|                 0|             15|             13|               7|     35|            35|            1|
| 509|      54|      0|    0.07|  0.06|                 1|             14|             16|              11|     54|            54|            1|
| 510|      53|      0|    0.00|  0.00|                 0|              6|             14|               3|     53|            53|            1|
| 511|      40|      0|    0.00|  0.00|                 0|             14|             13|               7|     40|            40|            1|
| 512|      16|      0|    0.67|  0.67|                 2|              3|              3|               0|     16|            16|            1|
| 513|      72|      0|    0.06|  0.04|                 1|             17|             24|              15|     72|            72|            1|
| 514|      37|      0|    0.00|  0.00|                 0|             14|             12|               9|     37|            37|            1|
| 515|      72|      0|    0.07|  0.05|                 1|             15|             21|               8|     72|            72|            1|
| 516|      43|      0|    0.00|  0.00|                 0|             14|             14|              11|     43|            43|            1|
| 517|      83|      0|    0.06|  0.04|                 1|             17|             23|              12|     83|            83|            1|
| 518|      59|      0|    0.00|  0.00|                 0|              6|             18|               5|     59|            59|            1|
| 519|      40|      0|    0.00|  0.00|                 0|             15|             14|               9|     40|            40|            1|
| 520|      13|      0|    0.67|  0.67|                 2|              3|              3|               0|     13|            13|            1|
| 521|      65|      0|    0.00|  0.00|                 0|             16|             20|               9|     65|            65|            1|
| 522|      19|      0|    0.00|  0.00|                 0|              3|              8|               0|     19|            19|            1|
| 523|      52|      0|    0.00|  0.00|                 0|             16|             14|              10|     52|            52|            1|
| 524|      62|      0|    0.00|  0.00|                 0|              6|             19|               4|     62|            62|            1|
| 525|      37|      0|    0.00|  0.00|                 0|             14|             13|               7|     37|            37|            1|
| 526|      21|      0|    0.00|  0.00|                 0|              4|              8|               0|     21|            21|            1|
| 527|      76|      0|    0.00|  0.00|                 0|             19|             21|              14|     76|            76|            1|
| 528|      51|      0|    0.00|  0.00|                 0|              7|             14|               6|     51|            51|            1|
| 529|      84|      0|    0.00|  0.00|                 0|             20|             22|              13|     84|            84|            1|
| 530|      10|      0|    0.67|  0.67|                 2|              3|              3|               0|     10|            10|            1|
| 531|      25|      0|    0.00|  0.00|                 0|             11|             10|               7|     25|            25|            1|
| 532|      10|      0|    1.00|  1.00|                 3|              3|              3|               0|     10|            10|            1|
| 533|      25|      0|    0.00|  0.00|                 0|             13|             10|               5|     25|            25|            1|
| 534|      10|      0|    0.67|  0.67|                 2|              3|              3|               0|     10|            10|            1|
| 535|      21|      0|    0.00|  0.00|                 0|             12|              8|               7|     21|            21|            1|
| 536|      10|      0|    0.67|  0.67|                 2|              3|              3|               0|     10|            10|            1|
| 537|      26|      0|    0.00|  0.00|                 0|             12|             10|               7|     26|            26|            1|
| 538|      19|      0|    0.00|  0.00|                 0|              4|              8|               2|     19|            19|            1|
| 539|      25|      0|    0.00|  0.00|                 0|             12|             10|               6|     25|            25|            1|
| 540|      10|      0|    1.00|  1.00|                 3|              3|              3|               0|     10|            10|            1|
| 541|      39|      0|    0.00|  0.00|                 0|             13|             14|               6|     39|            39|            1|
| 542|      25|      0|    0.00|  0.00|                 0|              4|             10|               2|     25|            25|            1|
| 543|      30|      0|    0.08|  0.10|                 1|             12|             10|               1|     30|            30|            1|
| 544|      12|      0|    1.00|  1.00|                 3|              3|              3|               0|     12|            12|            1|
| 545|      35|      0|    0.00|  0.00|                 0|             13|             11|               3|     35|            35|            1|
| 546|      14|      0|    0.67|  0.67|                 2|              3|              3|               0|     14|            14|            1|
| 547|      44|      0|    0.00|  0.00|                 0|             14|             14|              10|     44|            44|            1|
| 548|      53|      0|    0.00|  0.00|                 0|              6|             14|               4|     53|            53|            1|
| 549|      43|      0|    0.00|  0.00|                 0|             13|             14|               6|     43|            43|            1|
| 550|      53|      0|    0.00|  0.00|                 0|              6|             14|               5|     53|            53|            1|
| 551|      37|      0|    0.00|  0.00|                 0|             15|             13|              10|     37|            37|            1|
| 552|      24|      0|    0.00|  0.00|                 0|              4|             10|               0|     24|            24|            1|
| 553|      40|      0|    0.00|  0.00|                 0|             14|             14|               7|     40|            40|            1|
| 554|      37|      0|    0.00|  0.00|                 0|              5|             13|               4|     37|            37|            1|
| 555|      70|      0|    0.00|  0.00|                 0|             16|             20|              13|     70|            70|            1|
| 556|      57|      0|    0.00|  0.00|                 0|              7|             17|               7|     57|            57|            1|
| 557|      37|      0|    0.00|  0.00|                 0|             14|             13|               9|     37|            37|            1|
| 558|      44|      0|    0.00|  0.00|                 0|              6|             14|               6|     44|            44|            1|
| 559|      26|      0|    0.00|  0.00|                 0|             11|             10|               7|     26|            26|            1|
| 560|      47|      0|    0.00|  0.00|                 0|              6|             14|               3|     47|            47|            1|
| 561|      44|      0|    0.00|  0.00|                 0|             14|             14|               6|     44|            44|            1|
| 562|      11|      0|    1.00|  1.00|                 3|              3|              3|               0|     11|            11|            1|
| 563|      34|      0|    0.00|  0.00|                 0|             14|             12|               9|     34|            34|            1|
| 564|      13|      0|    0.67|  0.67|                 2|              3|              3|               0|     13|            13|            1|
| 565|      25|      0|    0.00|  0.00|                 0|             12|             10|               7|     25|            25|            1|
| 566|      43|      0|    0.00|  0.00|                 0|              6|             14|               6|     43|            43|            1|
| 567|      61|      0|    0.00|  0.00|                 0|             19|             19|               8|     61|            61|            1|
| 568|      14|      0|    0.67|  0.67|                 2|              3|              3|               0|     14|            14|            1|
| 569|      57|      0|    0.00|  0.00|                 0|             14|             15|               5|     57|            57|            1|
| 570|      14|      0|    0.67|  0.67|                 2|              3|              3|               0|     14|            14|            1|
| 571|      60|      0|    0.00|  0.00|                 0|             16|             16|              12|     60|            60|            1|
| 572|      12|      0|    1.00|  1.00|                 3|              3|              3|               0|     12|            12|            1|
| 573|      35|      0|    0.00|  0.00|                 0|             14|             13|              11|     35|            35|            1|
| 574|      14|      0|    1.00|  1.00|                 3|              3|              3|               0|     14|            14|            1|
| 575|      37|      0|    0.00|  0.00|                 0|             13|             13|               6|     37|            37|            1|
| 576|      24|      0|    0.00|  0.00|                 0|              4|              8|               2|     24|            24|            1|
| 577|      51|      0|    0.00|  0.00|                 0|             15|             13|               8|     51|            51|            1|
| 578|      66|      0|    0.00|  0.00|                 0|              7|             18|               7|     66|            66|            1|
| 579|      68|      0|    0.00|  0.00|                 0|             17|             15|               8|     68|            68|            1|
| 580|      10|      0|    1.00|  1.00|                 3|              3|              3|               0|     10|            10|            1|
| 581|      41|      0|    0.00|  0.00|                 0|             15|             14|               4|     41|            41|            1|
| 582|      23|      0|    0.00|  0.00|                 0|              4|              9|               0|     23|            23|            1|
| 583|      36|      0|    0.00|  0.00|                 0|             14|             13|              10|     36|            36|            1|
| 584|      67|      0|    0.00|  0.00|                 0|              7|             20|               7|     67|            67|            1|
| 585|      59|      0|    0.00|  0.00|                 0|             16|             18|              10|     59|            59|            1|
| 586|      41|      0|    0.00|  0.00|                 0|              5|             14|               2|     41|            41|            1|
| 587|      66|      0|    0.00|  0.00|                 0|             19|             19|              11|     66|            66|            1|
| 588|      15|      0|    1.00|  1.00|                 3|              3|              3|               0|     15|            15|            1|
| 589|      67|      0|    0.00|  0.00|                 0|             15|             17|              11|     67|            67|            1|
| 590|      13|      0|    0.67|  0.67|                 2|              3|              3|               0|     13|            13|            1|
| 591|      33|      0|    0.00|  0.00|                 0|             14|             11|               8|     33|            33|            1|
| 592|      42|      0|    0.00|  0.00|                 0|              5|             14|               4|     42|            42|            1|
| 593|      36|      0|    0.00|  0.00|                 0|             13|             13|               7|     36|            36|            1|
| 594|      28|      0|    0.00|  0.00|                 0|              4|             11|               2|     28|            28|            1|
| 595|      29|      0|    0.00|  0.00|                 0|             12|             11|               2|     29|            29|            1|
| 596|      14|      0|    1.00|  1.00|                 3|              3|              3|               0|     14|            14|            1|
| 597|      21|      0|    0.00|  0.00|                 0|              9|              8|               2|     21|            21|            1|
| 598|      28|      0|    0.00|  0.00|                 0|              4|             11|               2|     28|            28|            1|
| 599|      27|      0|    0.00|  0.00|                 0|             11|             10|               7|     27|            27|            1|
| 600|      15|      0|    1.00|  1.00|                 3|              3|              3|               0|     15|            15|            1|
| 601|      20|      0|    0.00|  0.00|                 0|              8|              8|               3|     20|            20|            1|
| 602|      16|      0|    0.67|  0.67|                 2|              3|              3|               0|     16|            16|            1|
| 603|      16|      0|    0.00|  0.00|                 0|              8|              3|               0|     16|            16|            1|
| 604|      15|      0|    1.00|  1.00|                 3|              3|              3|               0|     15|            15|            1|
| 605|      27|      0|    0.00|  0.00|                 0|             10|             10|               4|     27|            27|            1|
| 606|      13|      0|    1.00|  1.00|                 3|              3|              3|               0|     13|            13|            1|
| 607|      17|      0|    0.00|  0.00|                 0|              9|              8|               2|     17|            17|            1|
| 608|      13|      0|    0.67|  0.67|                 2|              3|              3|               0|     13|            13|            1|
| 609|      24|      0|    0.00|  0.00|                 0|              8|              8|               3|     24|            24|            1|
| 610|      27|      0|    0.00|  0.00|                 0|              4|             10|               2|     27|            27|            1|
| 611|      18|      0|    0.00|  0.00|                 0|              8|              8|               4|     18|            18|            1|
| 612|      13|      0|    1.00|  1.00|                 3|              3|              3|               0|     13|            13|            1|
| 613|      34|      0|    0.00|  0.00|                 0|             14|             12|               8|     34|            34|            1|
| 614|      15|      0|    1.00|  1.00|                 3|              3|              3|               0|     15|            15|            1|
| 615|      31|      0|    0.00|  0.00|                 0|             11|             11|               7|     31|            31|            1|
| 616|      15|      0|    1.00|  1.00|                 3|              3|              3|               0|     15|            15|            1|
| 617|      30|      0|    0.00|  0.00|                 0|             13|             11|               8|     30|            30|            1|
| 618|      16|      0|    1.00|  1.00|                 3|              3|              3|               0|     16|            16|            1|
| 619|      27|      0|    0.00|  0.00|                 0|             12|             10|               6|     27|            27|            1|
| 620|      13|      0|    1.00|  1.00|                 3|              3|              3|               0|     13|            13|            1|
| 621|      30|      0|    0.00|  0.00|                 0|             11|             11|               8|     30|            30|            1|
| 622|      15|      0|    1.00|  1.00|                 3|              3|              3|               0|     15|            15|            1|
| 623|      27|      0|    0.00|  0.00|                 0|             11|             10|               5|     27|            27|            1|
| 624|      15|      0|    0.67|  0.67|                 2|              3|              3|               0|     15|            15|            1|
| 625|      41|      0|    0.00|  0.00|                 0|             14|             14|               8|     41|            41|            1|
| 626|      22|      0|    0.00|  0.00|                 0|              4|              8|               0|     22|            22|            1|
| 627|      19|      0|    0.00|  0.00|                 0|             11|              8|               5|     19|            19|            1|
| 628|      23|      0|    0.00|  0.00|                 0|              4|              9|               0|     23|            23|            1|
| 629|      27|      0|    0.00|  0.00|                 0|             13|             10|               6|     27|            27|            1|
| 630|      11|      0|    0.67|  0.67|                 2|              3|              3|               0|     11|            11|            1|
| 631|      50|      0|    0.00|  0.00|                 0|             18|             14|               6|     50|            50|            1|
| 632|       5|      0|    0.00|  0.00|                 0|              3|              3|               0|      5|             5|            1|
| 633|      21|      0|    0.09|  0.12|                 1|             11|              8|               7|     21|            21|            1|
| 634|      21|      0|    0.00|  0.00|                 0|              6|              8|               1|     21|            21|            1|
| 635|      14|      0|    0.67|  0.67|                 2|              3|              3|               0|     14|            14|            1|
| 636|       7|      0|    0.00|  0.00|                 0|              3|              3|               0|      7|             7|            1|
| 637|       3|      0|    0.00|  0.00|                 0|              3|              3|               0|      3|             3|            1|
| 638|      37|      0|    0.00|  0.00|                 0|             16|             13|               9|     37|            37|            1|
| 639|      38|      0|    0.09|  0.08|                 1|             11|             13|               8|     38|            38|            1|
| 640|      27|      0|    0.07|  0.10|                 1|             14|             10|               6|     27|            27|            1|
| 641|      43|      0|    0.08|  0.07|                 1|             13|             14|              10|     43|            43|            1|
| 642|      16|      0|    0.00|  0.00|                 0|             11|              3|               0|     16|            16|            1|
| 643|      14|      0|    0.67|  0.67|                 2|              3|              3|               0|     14|            14|            1|
| 644|      24|      0|    0.12|  0.12|                 1|              8|              8|               4|     24|            24|            1|
| 645|      37|      0|    0.00|  0.00|                 0|             15|             13|               9|     37|            37|            1|
| 646|       4|      0|    0.00|  0.00|                 0|              3|              3|               0|      4|             4|            1|
| 647|      45|      0|    0.07|  0.07|                 1|             14|             14|               6|     45|            45|            1|
| 648|       5|      0|    0.00|  0.00|                 0|              4|              3|               0|      5|             5|            1|
| 649|      26|      0|    0.10|  0.10|                 1|             10|             10|               5|     26|            26|            1|
| 650|      23|      0|    0.00|  0.00|                 0|             13|              9|               8|     23|            23|            1|
| 651|       6|      0|    0.00|  0.00|                 0|              4|              3|               0|      6|             6|            1|
| 652|      25|      0|    0.00|  0.00|                 0|             12|             10|               4|     25|            25|            1|
| 653|      82|      0|    0.06|  0.05|                 1|             17|             22|              12|     82|            82|            1|
| 654|      39|      0|    0.00|  0.00|                 0|             16|             14|              12|     39|            39|            1|
| 655|      11|      0|    0.00|  0.00|                 0|              5|              3|               0|     11|            11|            1|
